ident,name,latitude_deg,longitude_deg,elevation_ft,iso_country,municipality,iata_code,local_code
IT-0291,"Campo di Volo ""Sky Ufita""",41.046165,15.121532,1148,IT,Frigento (AV),,AV01
IT-0292,"Campo di Volo ""Blue Devil Centre""",45.392554,10.128472,223,IT,Offlaga (BS),,BS01
IT-0293,"Campo di Volo ""Le Panizze""",45.419094,10.557888,337,IT,Lonato (BS),,BS15
IT-0294,Aviosuperficie di Lonato,45.394566,10.566931,,IT,Lonato (BS),,BS02
IT-0295,Air Service Center,45.06828,9.37491,,IT,Arena di Po (PV),,
IT-0296,Campo di Volo Elio Zambrini,44.4323333,11.71815,,IT,Imola (BO),,BO03
IT-0297,"Campo di Volo ""Ali della LibertÌÊ""",44.5161667,11.1000833,,IT,Bazzano (BO),,BO07
IT-0298,Campo di Volo Phoenix,44.74714,11.34161,39,IT,Pieve di Cento (BO),,BO12
IT-0299,"Campo di Volo ""Creva Air Club""",44.737333,11.183633,29,IT,Crevalcore (BO),,BO14
IT-0300,"Campo di Volo ""Punto Volo""",45.437987,9.60738,301,IT,Torlino Vimercata (CR),,CR06
IT-0301,Agriturismo Turus,45.923709,13.541016,177,IT,Mossa (GO),,GO03
IT-0302,Aviosuperficie AS77,45.95995,13.20564,,IT,Mortegliano (UD),,UD20
IT-0303,"Campo di Volo ""La Fattoria""",45.2916667,12.0675667,6,IT,Codevigo (PD),,PD07
IT-0304,"Aviosuperficie ""Base Bravo""",45.392864,11.692645,45,IT,Cervarese Santa Croce (PD),,PD13
IT-0305,"Campo di Volo ""Da Domenico""",45.232351,11.797808,13,IT,Monselice (PD),,PD14
IT-0306,Campo di Volo Padova Sud,45.324676,11.872852,,IT,MaserÌÊ di Padova (PD),,PD15
IT-0307,"Aviosuperficie ""Dominio di Bagnoli""",45.188628,11.858303,3,IT,Bagnoli di Sopra,,PD19
IT-0308,"Campo di Volo ""Le Risare""",45.574906,11.84464,78,IT,Campo San Martino (PD),,PD20
IT-0309,"Aviosuperficie ""Avioclub Alanno""",42.31458,14.000913,383,IT,Alanno (PE),,PE04
IT-0310,"Campo di Volo ""Avioclub Elice""",42.490357,13.997202,262,IT,Elice (PE),,PE05
IT-0311,Campo di Volo Bonsciano,43.355854,12.193534,882,IT,Bonsciano (PG),,PG14
IT-0312,Campo di Volo San Terenziano,42.85723,12.473179,1679,IT,Gualdo Cattaneo (PG),,PG16
IT-0313,Campo di Volo Santa Maria Rossa,43.023963,12.387515,570,IT,Santa Maria Rossa (PG),,PG17
IT-0314,Campo di Volo Montefalco,42.885358,12.693324,695,IT,Montefalco (PG),,PG21
IT-0315,Campo di Volo Molinella,43.121511,12.20585,790,IT,Magione (PG),,PG28
IT-0316,Campo di Volo Palosco,45.600679,9.821166,547,IT,Palosco (BG),,BGPAL
IT-0317,"Campo di Volo ""Fant Air Club""",46.085023,12.068712,925,IT,Santa Giustina (BL),,BLSGS
IT-0318,Campo di Volo Sedico,46.091613,12.089596,961,IT,Sedico (BL),,BL11
IT-0319,Campo di Volo San Paolo,45.377553,10.037612,131,IT,Scarpizzolo (BS),,BS13
IT-0320,Campo di Volo AliMatese,41.323638,14.363949,370,IT,Alife (CE),,CE13
IT-0321,Campo di Volo Vasto,42.155381,14.699362,197,IT,Vasto (CH),,CH01
IT-0322,Campo di Volo Aerlight Faenza,44.3353333,11.9178667,52,IT,Faenza (RA),,RA01
IT-0323,Aviosuperficie Valle Gaffaro,44.834414,12.231261,1,IT,Codigoro (FE),,FE03
IT-0324,Aviosuperficie Borgo Castelvecchio,43.0093333,11.7334667,1007,IT,Contignano (SI),,SI06
IT-0325,Aviosuperficie CittÌÊ di Curtatone,45.1013333,10.75005,68,IT,Curtatone,,MN03
IT-0326,Campo di Volo Zagavia,45.360102,10.657102,,IT,Monzambano (MN),,MN04
IT-0327,Campo di Volo Mantova Nord,45.172182,10.858224,75,IT,San Giorgio (MN),,MN07
IT-0328,Campo di Volo Roverbella,45.239484,10.889615,111,IT,Roberbella (MN),,MN13
IT-0329,Aviosuperficie Settefrati,45.201775,10.662813,,IT,Rivalta sul Mincio (MN),,MN21
IT-0330,"Campo di Volo ""Condor Men""",43.224706,13.329554,629,IT,Tolentino (MC),,MC02
IT-0331,Aviosuperficie Santa Anna,43.366053,13.457496,393,IT,Montecassiano (MC),,MC05
IT-0332,Campo di Volo Ali del Chienti,43.260263,13.518618,390,IT,Corridonia (MC),,MC07
IT-0333,Campo di Volo AliPuglia,40.474421,17.609926,344,IT,Oria (BR),,BR04
IT-0334,Aviosuperficie Antares,40.504649,17.965087,167,IT,San Pietro Vernotico (BR),,BR05
IT-0335,Base Aerea Molise,41.474462,14.537457,1669,IT,Campochiaro (CB),,CB05
IT-0336,Aviosuperficie Loelle,40.5701667,9.3173667,2598,IT,BuddusÌ_ (SS),,SS09
IT-0337,Campo di Volo Valledoria,40.929768,8.812227,29,IT,Valledoria (SS),,SS04
IT-0338,"Campo di Volo ""Pista Vasa""",41.046634,8.997749,600,IT,TrinitÌÊ d'Agultu e Vignola (SS),,SS16
IT-0339,"Campo di Volo ""Gli Aironi""",44.462771,11.789613,22,IT,,,RA07
IT-0340,"Campo di Volo ""Delta club Conselice""",44.541928,11.792177,9,IT,Conselice (RA),,RA09
IT-0341,Campo di Volo Oasi,45.696556,8.826948,980,IT,Cassano Magnago (VA),,VACMO
IT-0342,Aviosuperficie UmiltÌÊ,42.192111,12.331621,787,IT,Nepi (VT),,VT15
IT-0343,Aviosuperficie Santa Bruna,42.382873,12.344158,859,IT,Corchiano (VT),,VT08
IT-0344,Campo di Volo Poggio Primavera,42.366412,11.796702,485,IT,Tuscania (VT),,VT07
IT-0345,Campo di Volo Montalto di Castro,42.362738,11.656572,49,IT,Montalto di Castro (VT),,VT05
IT-0346,Aviosuperficie San Teodoro,40.802484,9.65839,3,IT,San Teodoro (NU),,NU02
IT-0347,Campo di Volo Rovellasca,45.6758333,9.0644444,,IT,Rovellasca (MB),,
IT-0348,Aviosuperficie CÌÊ Lunga,44.520924,8.188011,1175,IT,Pezzolo Valle Uzzone (CN),,CNPEZ
IT-0349,Campo di Volo Verginese,44.690633,11.762535,,IT,Portomaggiore (FE),,FE09
IT-0350,"Campo di Volo ""Fly and Go""",41.344754,15.526474,416,IT,Foggia (FG),,FG03
IT-0351,Campo di Volo Vivoli,42.992253,10.806534,196,IT,Massa Marittima (GR),,GR08
IT-0352,Aviosuperficie Aviodelta,44.706594,10.249517,524,IT,Felino (PR),,PR01
IT-0353,Campo di Volo Campore,44.827864,10.010782,459,IT,Salsomaggiore Terme (PR),,PR02
IT-0354,Campo di Volo La Torretta,44.99341,10.060065,118,IT,Busseto (PR),,PR05
IT-0355,Aviosuperficie Vallesanta,42.427317,12.805221,1246,IT,Rieti (RI),,RI03
IT-0356,"Aviosuperficie ""Giardini di Corcolle""",41.900476,12.741902,324,IT,Roma,,RM09
IT-0357,"Campo di Volo ""Air Ardara""",40.625979,8.868129,734,IT,Ardara (SS),,SS12
IT-0358,Aviosuperficie Cornegliano,45.288893,9.491832,,IT,Cornegliano Laudense (LO),,LO03
IT-0359,Aviosuperficie Massalengo,45.275425,9.482934,239,IT,Massalengo (LO),,LO04
IT-0360,Campo di Volo Mezzana Casati,45.098258,9.735884,141,IT,San Rocco al Porto,,LO05
IT-0361,Aviosuperficie Villa Fontana,44.51585,11.59218,56,IT,Medicina,,
IT-0362,Aviosuperficie Gragnano,45,9.581999,285,IT,Gragnano (PC),,PC02
IT-0363,Aviosuperficie Il Gabbione,44.50326,11.81415,9,IT,Conselice,,
IT-0364,Aviosuperficie Aretusa Fly,37.03741,15.09536,1012,IT,Canicattini Bagni,,
IT-0365,Aviosuperficie Chiusa-Zerfaliu,39.989504,8.723266,190,IT,Zerfaliu,,
IT-0366,Aviosuperficie Beddizole,45.51851,10.449577,613,IT,Beddizole (BS),,BS16
IT-0367,Aviosuperficie Bosco di Mezzo,37.1523,14.59928,1305,IT,Caltagirone (CT),,CT13
IT-0368,"Aviosuperficie ""Amici del Volo""",41.676997,13.74285,1217,IT,Alvito (FR),,FR09
IT-0369,"Campo di Volo ""Ass.Sp.Volo Leggero""",45.261776,11.192901,62,IT,Casalino Isola Rizza (VR),,VR03
IT-0370,Aviosuperficie Pica,42.6963889,13.9172222,246,IT,Notaresco (TE),,TE01
IT-0371,"Campo di Volo ""Ca' Quinta di Sarego""",45.4328333,11.3833333,114,IT,Sarego (VI),,VI10
IT-0372,"Aviosuperficie ""San Mauro""",46.0683333,13.3668833,351,IT,Premariacco (UD),,UD11
IT-0373,Aviosuperficie Serristori,43.332147,11.858067,859,IT,Castiglion Fiorentino (AR),,AR04
IT-0374,"Campo di Volo ""Asolo Flight""",45.7583333,11.8961111,252,IT,Asolo (TV),,TV02
IT-0375,"Campo di Volo ""San Marco Volo""",45.771043,11.996559,,IT,Caerano San Marco (TV),,TV05
IT-0376,Aviosuperficie Montebelluna,45.748913,12.056902,275,IT,Montebelluna (TV),,TV13
IT-0377,"Campo di Volo ""Club Deltasport""",44.653559,10.991591,,IT,Castelfranco Emilia (MO),,MO04
IT-0378,Campo di Volo Ala Jonica,37.9371,15.320702,235,IT,Sant'Alessio Siculo,,
IT-0379,Aviosuperficie Rosangeles,45.3628333,9.0166833,360,IT,Rosate (MI),,MI09
IT-0380,Campo di Volo A.S. Ulcor,39.9787,8.6792,157,IT,Solarusa (OR),,OR02
IT-0381,Campo di Volo Vallermosa,39.3561,8.7919,235,IT,Vallermosa (CA),,CA15
IT-0382,Campo di Volo Gemini,39.8948,18.1904,323,IT,Ugento (LE),,LE05
IT-0383,Campo di Volo Giovanni Zaccini,41.560349,13.34412,492,IT,Ceccano (FR),,FR08
IT-0384,"Campo di Volo ""Il Grifo""",41.671186,13.278646,,IT,Ferentino (FR),,FR05
IT-0385,Campo di Volo Rains,41.146,14.338803,97,IT,Caiazzo (CE),,CE02
IT-0386,Volo Club Falchi Grigi,41.9101,16.0993,98,IT,Vieste (FG),,
IT-0387,Aviosuperficie Delfina,42.842934,12.734494,708,IT,Trevi (PG),,PG25
IT-0388,Aviosuperficie Panicarola,43.0644444,12.1005556,902,IT,Panicale (PG),,PG04
IT-0389,"Aviosuperficie ""Bore di Chienti""",43.261156,13.563302,200,IT,Corridonia (MC),,MC03
IT-0390,"Campo di Volo ""Delta Top Pegaso""",42.224206,11.7948,351,IT,Tarquinia (VT),,VT01
IT-0391,Campo di Volo San Giorgio,42.192897,11.724445,1,IT,Tarquinia (VT),,VT04
IT-0392,Aviosuperficie Montemelino,43.103,12.253,731,IT,Magione (GR),,PG26
IT-0393,"Aviosuperficie ""Ali sul Graticolato""",45.5583333,11.9738889,59,IT,Camposanpiero (PD),,PD06
IT-0394,"Aviosuperficie ""Punta Ala""",42.842172,10.82307,,IT,Castiglione Della Pescaia (GR),,GR02
IT-0395,Aviosuperficie Collina,43.988371,11.389562,951,IT,Borgo San Lorenzo (FI),,FI03
IT-0396,Campo di Volo Dedalo,42.92801,10.840792,,IT,Scarlino (GR),,GR03
IT-0397,Campo di Volo Ali Friuli,46.056493,13.426248,370,IT,Cividale del Friuli (UD),,UD01
IT-0398,Aviosuperficie Amici dell'Aria,39.327868,9.146871,472,IT,Settimo San Pietro (CA),,CA01
IT-0399,Campo di Volo Aliveneta,45.250934,11.036059,75,IT,Isola della Scala (VR),,VR13
IT-0400,"Campo di Volo ""Cavaliere d'Italia""",45.156334,12.110272,1,IT,Cavarzere (VE),,VE16
IT-0401,"Campo di Volo ""Gli Acquilotti""",45.138,12.2334,1,IT,Chioggia (VE),,VE15
IT-0402,"Campo di Volo ""Al Ranch""",45.9235,13.0335667,,IT,Bertiolo (UD),,UD02
IT-0403,Campo di Volo Always,46.133883,13.278224,344,IT,Povoletto (UD),,UD04
IT-0404,"Campo di Volo ""I Grifoni""",45.91347,13.371861,95,IT,San Vito al Torre (UD),,UD08
IT-0405,Aviosuperficie Chiasiellis,45.944928,13.208403,118,IT,Mortegliano (UD),,UD13
IT-0406,Campo di Volo Fly Synthesis,45.9686667,13.23355,167,IT,Mortegliano (UD),,UD14
IT-0407,"Campo di Volo ""Fly Evolution""",45.981982,13.306923,187,IT,Pavia di Udine (UD),,UD15
IT-0408,Campo di Volo Pranovi,45.372,12.037703,1,IT,FossÌ_ (VE),,VE13
IT-0409,"Campo di Volo ""Maraclub Icamar""",39.278216,9.25674,288,IT,Maracalagonis,,CAMAR
IT-0410,Aviosuperficie Aero Club Valdarno S.C.U.V.,43.53084,11.473086,1131,IT,Cavriglia (AR),,ARCVP
IT-0411,Campo di Volo Massimo Costa,43.092714,10.556267,111,IT,San Vincenzo (LI),,LI03
IT-0412,Campo di Volo Condor,42.9691667,10.6197222,10,IT,Piombino,,LI08
IT-0413,Aviosuperficie del Parteolla,39.400471,9.139151,433,IT,Serdiana,,CASER
IT-0414,"Aviosuperficie ""La Tana del Volo""",39.269133,8.771811,272,IT,Siliqua (CA),,CA06
IT-0415,Campo di Volo Scaligero,45.317999,10.708789,,IT,Valeggio (VR),,VR06
IT-0416,Aviosuperficie Arcadia,45.501483,10.788964,,IT,Pastrengo (VR),,VR15
IT-0417,Aviosuperficie Coraine,45.588562,10.755719,,IT,Caprino Veronese (VR),,VR16
IT-0418,Marradi Fire Brigade Helipad,44.089273,11.634656,,IT,Marradi (FI),,
IT-0419,Campo di Volo San Sisto,44.847258,10.505502,98,IT,Poviglio (RE),,RE02
IT-0420,Campo di Volo Top Gun,44.682302,10.568648,259,IT,Codemondo (RE),,RE03
IT-0421,"Campo di Volo ""Volo Libero Carnia""",46.524053,13.004055,,IT,Paluzza (UD),,UDCER
IT-0422,"Campo di Volo ""Pajaro Loco""",45.867979,12.792206,197,IT,Sesto al Reghena (PN),,
IT-0423,Bracciano Air Base,42.0822,12.07459,,IT,Bracciano,,
IT-0424,Aviosuperficie Mascioni,45.8991667,8.71735,898,IT,Cuvio (VA),,VA05
IT-0425,Campo di Volo Aeroteam,45.4362801,8.5770435,,IT,Casalgiate (NO),,
IT-0426,Campo di Volo Rivoli,45.046818,7.536461,1000,IT,Rivoli (TO),,TO25
IT-0427,Campo di Volo Andrea Bozzo,44.863742,7.407068,984,IT,Pinerolo Buriasco (TO),,TO13
IT-0428,"Campo di Volo ""La Canonica""",45.635467,12.340599,,IT,Cendon di Silea (TV),,TV14
IT-0429,Campo di Volo Albatros,45.770727,12.244068,164,IT,Spresiano (TV),,TV12
IT-0430,"Campo di Volo ""Dream Fly""",45.930381,12.257512,,IT,Vittorio Veneto (TV),,TV11
IT-0431,"Campo di Volo ""Butterfly 2""",45.853,12.456949,,IT,CodognÌ¬ (TV),,TV10
IT-0432,"Aviosuperficie ""Val Vibrata 2""",42.80427,13.794678,433,IT,Sant'Omero (TE),,TE03
IT-0433,Aviosuperficie Deltaland,44.8714,10.9807,46,IT,San Possidonia (MO),,MOSPS
IT-0434,Campo di Volo L'Airone,45.153393,8.656568,,IT,Valle Lomellina (PV),,PV08
IT-0435,Aviosuperficie di Fucecchio,43.7514431,10.8073791,,IT,,,
IT-0436,Aviosuperficie Antica Sardegna,39.270695,9.538871,206,IT,Castiadas (CA),,CA09
IT-0437,Aviosuperficie Santo Stefano,42.072262,12.2628,725,IT,Anguillara Sabazia (RM),,RM04
IT-0438,Campo di Volo AliLafer,45.033682,9.791865,147,IT,Piacenza,,PC05
IT-0439,Aviosuperficie Tucano,42.132373,12.627056,75,IT,Fiano Romano (RM),,RMFRM
IT-0440,Aviosuperficie Grecciano,43.628814,10.482438,6,IT,Grecciano (LI),,LI09
IT-0441,Campo di Volo Campiglia,43.019437,10.594659,16,IT,Campiglia Marittima,,LI11
IT-0442,"Campo di Volo ""Air Country""",42.806283,13.785007,456,IT,Sant'Omero (TE),,TE07
IT-0443,"Campo di Volo ""Costa del Monte""",42.733207,13.891703,498,IT,Mosciano Sant'Angelo (TE),,TE02
IT-0444,Campo di Volo Roma Est,41.9151,12.76803,387,IT,Roma,,RM33
IT-0445,Aviosuperficie Santarcangelo,44.032318,12.427928,,IT,Santarcangelo di Romagna (RN),,RN02
IT-0446,Campo di Volo Policoro,40.163358,16.668648,,IT,Policoro (MT),,MT03
IT-0447,"Campo di Volo Policoro ""Saline""",40.216161,16.731721,,IT,Policoro (MT),,MT05
IT-0448,Campo di Volo MedFly,37.1055,14.220061,85,IT,Gela (CL),,CL06
IT-0449,Campo di Volo Club Aeronautico Gela,37.11314,14.18929,,IT,Gela (CL),,
IT-0450,"Campo di Volo ""Palazzone di Narni""",42.536609,12.553635,360,IT,Narni (TR),,TR02
IT-0451,Campo di Volo Calledro,42.464848,12.428715,190,IT,Narni (TR),,TR06
IT-0452,Aviosuperficie ARMA,41.464661,12.746693,59,IT,Nettuno (RM),,RMNET
IT-0453,Aviosuperficie Roma-Nord,42.119945,12.604453,78,IT,Capena (RM),,RM30
IT-0454,"Aviosuperficie ""Fly Roma""",41.884434,12.71516,190,IT,Montecompatri (RM),,RM19
IT-0455,Campo di Volo Sangermano,41.991555,12.13791,337,IT,Cerveteri (RM),,RM14
IT-0456,Aviosuperficie Alfina,42.7396667,11.9833333,1811,IT,Torre Alfina (TR),,TR01
IT-0457,Aviosuperficie Ocria,42.427255,12.457864,147,IT,Otricolo/Orte,,TR09
IT-0458,Aviosuperficie Naviglio Grande,45.3972222,8.97,370,IT,Vermezzo (MI),,MI14
IT-0459,Aviosuperficie Valcesano,43.70202,13.075323,167,IT,Monteporzio (PS),,PS04
IT-0460,Aviosuperficie Pratello,43.55402,10.752517,173,IT,Peccioli (PI),,PI09
IT-0461,Campo di Volo Groane,45.56612,9.109705,,IT,Senago (MI),,MI15
IT-0462,Campo di Volo Cogliate,45.640218,9.066056,,IT,Cogliate (MI),,MI17
IT-0463,Campo di Volo Pasiano,45.832273,12.593565,19,IT,Pasiano (PN),,PN04
IT-0464,Campo di Volo Cordovado,45.83657,12.892801,,IT,Cordovado (PN),,PN01
IT-0465,Campo di Volo Albatros,43.754752,12.954763,164,IT,Montemaggiore (PS),,PS01
IT-0466,Campo di Volo Amyclae,41.314204,13.345913,1,IT,Fondi (LT),,LT05
IT-0467,Campo di Volo Pontina Eagles,41.372995,13.136783,,IT,Pontinia (LT),,LT06
IT-0468,Campo di Volo Avio Pontina Fly,41.380947,13.180648,16,IT,Pontinia (LT),,LT07
IT-0469,Aviosuperficie La Celsetta,42.1216667,12.3605556,722,IT,Campagnano (RM),,RM20
IT-0470,Campo di Volo Valmontone,41.765411,12.864925,1158,IT,Valmontone (RM),,RM21
IT-0471,Aviosuperficie Aviocaipoli,41.890663,12.784316,558,IT,Gallicano nel Lazio (RM),,RMGAL
IT-0472,Air Classic Airfield,45.2883333,8.8,350,IT,Vigevano (PV),,PVVGV
IT-0473,Campo di Volo Gallipoli,40.0161111,18.0238889,,IT,Gallipoli (LE),,LEGAL
IT-0474,Aviosuperficie Fiano Romano,42.1447222,12.6333333,98,IT,Fiano Romano (RM),,
IT-0475,Aviosuperficie Corfinio,42.108751,13.842901,,IT,Corfinio (AQ),,AQCOR
IT-0476,Aviosuperficie Carzago Riviera,45.516789,10.464759,639,IT,Calvagese della Riviera (BS),,BSCAR
IT-0477,Campo di Volo Delta Club,41.716433,13.094704,659,IT,Anagni (FR),,FR06
IT-0478,Campo di Volo Azzanello,45.2938889,9.9205556,159,IT,Azzanello (CR),,CRAZZ
IT-0479,Aviosuperficie Ali Umbre,43.27045,12.7422267,,IT,Gualdo Tadino (PG),,PGGUA
IT-0480,Campo di Volo Sturaro,45.1963889,12.0688889,10,IT,Cona (VE),,
IT-0481,Campo di Volo I Quattro Cantoni,44.8030556,11.138333,,IT,Camposanto (MO),,MOCAM
IT-0482,Campo di Volo Carzeto,44.96,10.1838889,20,IT,Soragna (PR),,PRSOR
IT-0483,Campo di Volo UFO,41.512595,13.283537,301,IT,Giuliano di Roma (FR),,FR07
IT-0484,Campo di Volo Squadra Avvoltoi,45.241525,11.004096,,IT,Isola della Scala (VR),,VRISO
IT-0485,Campo di Volo Cianpioppo,45.015766,10.509881,82,IT,Sabbioneta (MN),,MNSAB
IT-0486,Campo di Volo Corbetta,44.807691,12.105863,6,IT,Codigoro (FE),,FECOD
IT-0487,Campo di Volo La Strozza,44.8905556,11.6702778,,IT,Francolino (FE),,FEFRA
IT-0488,Campo di Volo Francesco Cantelmo,42.4886111,11.7986111,,IT,Tessenano (VT),,VTTES
IT-0489,Campo di Volo Pellicano,44.8472222,7.5622222,813,IT,Virle (TO),,TOVIR
IT-0490,Aviosuperficie Torre Foghe,40.1833333,8.4694444,295,IT,Tresnuraghes (OR),,ORTFO
IT-0491,Aviosuperficie San Felice,46.084723,12.121052,984,IT,Trichiana (BL),,BLTRI
IT-0492,Aviosuperficie Vraglia,44.413209,11.747288,,IT,Imola (BO),,BOIMV
IT-0493,Aviosuperficie Fly Center,41.5472222,12.6708333,,IT,Aprilia (LT),,LTAPR
IT-0494,"Campo di Volo ""Il Gruccione""",43.605515,10.411837,15,IT,Collesalvetti (LI),,LICOL
IT-0495,Campo di Volo privato Bigarello,45.170815,10.929061,70,IT,Bigarello (MN),,MNBIG
IT-0496,Campo di Volo Pellizzario,45.2927778,10.4466667,140,IT,Castel Goffredo (MN),,MNPEL
IT-0497,Campo di Volo AvioSciacca,37.5280556,13.0036111,200,IT,Sciacca (AG),,AGSCI
IT-0498,"Campo di Volo ""Girasole Vola""",39.9566667,9.6452778,30,IT,Ogliastra,,OGGIR
IT-0499,Campo di Volo Petralata,39.970654,18.381006,300,IT,Andrano,,LEAND
IT-0500,Aviosuperficie La Smeraldina,41.05793,9.433446,,IT,Olbia (OT),,
IT-0501,Campo di Volo Selva Negra,42.406825,11.396192,,IT,Capalbio,,GRCAP
IT-0502,Campo di Volo Privato Curtatone,45.112207,10.705383,,IT,Curtatone (MN),,MNBUS
IT-0503,"Campo di Volo ""Delta Team Lucca""",43.784226,10.603388,24,IT,Capannori (LU),,LUCAP
IT-0504,Campo di Volo Mantovana,44.728086,8.595741,738,IT,Predosa (AL),,ALMAN
IT-0505,Campo di Volo Felonica,44.9666667,11.3541667,,IT,Felonica (MN),,MNFEL
IT-0506,Aviosuperficie Tabularia,44.84975,10.5662204,,IT,Poviglio (RE),,REPOT
IT-0507,"Campo di Volo ""Oasi del Volo""",39.407537,9.174867,,IT,Serdiana (CA),,
IT-TQR,San Domino Island Heliport,42.10250092,15.48799992,,IT,Tremiti Islands,TQR,
ITK,Itokama Airport,-9.201527,148.264261,2563,PG,Itokama,ITK,ITK
IUS,Inus Airport,-5.7568,155.1498,50,PG,Inus,IUS,
IVH,Ivishak Airport,69.4066,-148.2881,677,US,Ivishak River,IVH,
IVI,Viveros Island Airport,8.4693,-79.0016,100,PA,Isla Viveros,IVI,
JB01,Clearwater Aero Estates Airport,43.75719833,-89.65260315,944,US,Wisconsin Dells,,JB01
JGD,Jiagedaqi Airport,50.375,124.1166667,1205,CN,Jiagedaqi,JGD,
JIC,Jinchuan Airport,38.54222222,102.3483333,4740,CN,Jinchang,JIC,
JIO,Jos Orno Imsula Airport,-8.13911,127.9075,43,ID,Tiakur,JIO,
JIQ,Qianjiang Wulingshan Airport,29.51333333,108.8311111,2075,CN,Qianjiang,JIQ,
JLA,Quartz Creek Airport,60.48270035,-149.7189941,450,US,Cooper Landing,JLA,JLA
JM-0001,Gunters Hill Airport,17.88599968,-77.30349731,99,JM,Gunters Hill,,
JM-0002,Manchioneal Airstrip,18.05473345,-76.283167,292,JM,,,
JM-0003,Tulloch Airstrip,18.1045969,-76.98781013,300,JM,Bog Walk,,
JM-0004,Ewarton Airstrip,18.17392725,-77.06855536,600,JM,Ewarton,,
JM-0005,Worthy Park Airstrip,18.14497498,-77.15788364,1194,JM,,,
JM-0006,Port Esquivel Airstrip,17.8912958,-77.13601828,3,JM,,,
JM-0007,Puerto Seco Airstrip,18.46660412,-77.39469051,30,JM,Discovery Bay,,
JM-0008,Silent Hill Airstrip,18.19636196,-77.49210835,2940,JM,,,
JM-0009,Kirkvine Airstrip,18.07954966,-77.47823596,1368,JM,,,
JM-0010,Nain Airstrip,17.97702886,-77.60701418,550,JM,,,
JM-0011,Mafoota Airstrip,18.37173397,-77.89325953,948,JM,,,
JM-0012,Braco Airfield,18.477164,-77.488274,,JM,Cornwall County,,
JM-0013,Rocky Point Airstrip,17.777,-77.2602,6,JM,Rocky Point,,
JM-0014,Up-Park Camp Heliport,17.9883,-76.7761,190,JM,Kingston,,
JM-0015,Moneague Training Camp Airfield,18.2822,-77.1054,1088,JM,Moneague,,
JM-0016,Bath Airfield,17.9405,-76.3075,84,JM,Bath,,
JM-0017,Lydford Airstrip,18.3341,-77.1349,1484,JM,Golden Grove,,
JMC,Commodore Center Heliport,37.87852,-122.51297,7,US,Sausalito,,JMC
JO-0001,King Abdullah II Air Base,31.99799919,36.2195015,,JO,,,
JO-0002,King Feisal bin Abdul Aziz / Al Jafr Air Base,30.34350014,36.14770126,,JO,,,
JO-0003,Al Jafr 2 Air Base,30.01919937,36.12590027,,JO,,,
JO-0004,Azraq Highway Strip,32.02670629,36.40869141,,JO,,,
JO-0005,Wadi El Murbah Highway Strip,32.73066761,38.97831202,,JO,,,
JO-0006,Al Ghadaf Highway Strip,31.59658546,36.92323565,,JO,,,
JO-0007,Al Qatranah Highway Strip,31.251992,36.223211,2790,JO,,,Z17G
JO-0008,Al Quwayrah Highway Strip,29.82399349,35.32796502,,JO,,,
JO-0009,Highway H Highway Strip,31.78567606,36.22132301,,JO,,,
JOP,Josephstaal Airport,-4.747083333,145.0070833,250,PG,Josephstaal,JOP,JSL
JP-0001,Chichi-jima Heliport,27.08979988,142.1920013,,JP,,,
JP-0002,Tokyo Heliport,35.629395,139.873642,16,JP,Tokyo,,
JP-0003,[Duplicate] RJTT,35.55222222,139.7797222,,JP,Tokio,,
JP-0004,Yokohama Heliport,35.34222222,139.6563889,4,JP,Yokohama,,
JP-0005,Minato-Mirai Heliport,35.46333333,139.6375,3,JP,Yokohama,,
JP-0006,KyÅÇshÅÇ Airport,33.8364,130.947,14,JP,Kokura Minami-ku,,
JP-0007,Oitakenou Airport,33.026331,131.505577,771,JP,Bungo-ono,,
JPB,Pan Am Building Heliport,40.7533,-73.9765,870,US,New York,JPB,
JPN,Pentagon Army Heliport,38.87409973,-77.05750275,40,US,Washington,JPN,JPN
JRA,West 30th St. Heliport,40.75450134,-74.00710297,7,US,New York,JRA,JRA
JRB,Downtown-Manhattan/Wall St Heliport,40.70119858,-74.00900269,7,US,New York,JRB,JRB
JUH,Jiuhuashan Airport,30.7403,117.6856,60,CN,Chizhou,JUH,
JY00,Pio Costa Enterprises Heliport,40.86289978,-74.31739807,170,US,Fairfield,,JY00
JY01,Hunterdon Medical Center Heliport,40.53070068,-74.86070251,215,US,Flemington,,JY01
JY02,Trade Zone Heliport,40.89680099,-74.71910095,830,US,Mount Olive,,JY02
JY03,View Finder Balloonport,40.73730087,-75.04599762,345,US,Broadway,,JY03
JY04,Paramount Air Airport,39.06510162,-74.9095993,8,US,Green Creek,,JY04
JY05,Eayrestown Helistop,39.957901,-74.76850128,60,US,Lumberton,,JY05
JY06,The Farm Heliport,40.67229843,-74.69409943,240,US,Bedminster,,JY06
JY07,Air-List-Ads Airport,40.6957016,-75.13240051,360,US,Stewartsville,,JY07
JY08,Var-Sky Airport,39.65010071,-75.28410339,135,US,Woodstown,,JY08
JY09,Firmenich Incorporated Heliport,40.33399963,-74.6167984,60,US,Plainsboro,,JY09
JY11,Newark Academy Heliport,40.77730179,-74.35849762,200,US,Livingston,,JY11
JY12,International Crossroads Heliport,41.10430145,-74.16400146,278,US,Mahwah,,JY12
JY13,Colgate-Palmolive/Mennen Heliport,40.81399918,-74.47319794,385,US,Morris Township,,JY13
